Date of Valuation,Base date,date(m),Year,Road_width,LocationAccess,Location_Access,Commercialprice,Commercial-price,Latitude,Longitude,Governmentrate,Commercial-rate,Area,Earthen,Pitch,Goreto,Gravelled,paved,Commercial,Residential,Rectangular,Trapezoidal,Irregular,Facilities,Commercial-rate,Government-rate,Location as per cadastralmap,,,Places
08/22/2014,01/01/2012,31,2.583333333,4.921259843,300,3,6252000,62.52,27.698744,85.312168,11,12,5.21,1,0,0,0,0,0,1,1,0,0,1,1200000,1100000, 102-0983-16KMC-16Kathmandu,,,Kathmandu
03/15/2015,01/01/2012,38,3.166666667,6.56167979,300,3,6250000,62.5,27.698744,85.312168,11,25,2.5,0,1,0,0,0,1,0,1,0,0,1,2500000,1100000, 102-1143-24KMC-14Kathmandu,,,Kathmandu
03/18/2014,01/01/2012,26,2.166666667,3.937007874,50,0.5,6250000,62.5,27.677463,85.307444,3.21,25,2.5,0,1,0,0,0,0,1,,,," TEWS 
    ","25,00,000.00",321000, Lalitpur Nagar-7 Ka,,,Lalitpur
03/10/2014,01/01/2012,26,2.166666667,3.280839895,60,0.6,6244000,62.44,27.731133,85.3578,4.5,14,4.46,1,0,0,0,0,0,1,0,1,0,1,1400000,450000, 102-0948-21Kapan-3Kathmandu,,,Kathmandu
02/13/2015,01/01/2012,37,3.083333333,4.304461942,300,3,6225000,62.25,27.731133,85.3578,4,15,4.15,0,1,0,0,0,0,1,1,0,0,1,1500000,400000, 102-0987-25Kapan-3Kathmandu,,,Kathmandu
06/21/2016,01/01/2012,53,4.416666667,4.304461942,150,1.5,6224000,62.24,FAILED,FAILED,2,8,7.78,1,0,0,0,0,0,1,0,0,1,0,800000,200000, Suntol-7 ‘NgaftKathmandu,,,Kathmandu
09/22/2016,01/01/2012,56,4.666666667,4.304461942,500,5,6210000,62.1,27.852509,85.059714,0.1875,1.15,54,1,0,0,0,0,0,1,1,0,0,0,115000,18750, 102-0563 Ratmate-8Nuwakot,,,Nuwakot
01/20/2014,01/01/2012,24,2,3.937007874,125,1.25,6210000,62.1,27.698744,85.312168,5,18,3.45,1,0,0,0,0,0,1,,,," TEWS 
    ","18,00,000.00",500000," 102-1143-22, KMC-14, Kathmandu",,,Kathmandu
08/03/2014,01/01/2012,31,2.583333333,3.937007874,150,1.5,6200000,62,27.72298,85.373062,6,10,6.2,0,0,0,0,1,0,1,1,0,0,1,1000000,600000, 102-1029-04Jorpati-6 7Kathmandu,,,Kathmandu
15-Jul,01/01/2012,42,3.5,3.280839895,105,1.05,6200000,62,27.718682,85.286403,5,8,7.75,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,500000,"224,Bishnu - 3 , Kathmandu",,,Kathmandu
11/10/2015,01/01/2012,46,3.833333333,4.304461942,1000,10,6195000,61.95,27.691077,85.334582,4.5,21,2.95,0,1,0,0,0,0,1,1,0,0,1,2100000,450000, Gokarneshwor-1 KaKathmandu,,,Kathmandu
12/20/2012,01/01/2012,11,0.916666667,3.937007874,200,2,6150000,61.5,27.68232,85.354843,12,14.97944893,4.105625,0,1,0,0,0,1,0,,,," TEWS 
    ","15,00,000.00",1200000," KMC-35, Kathmandu",,,Kathmandu
05/08/2015,01/01/2012,40,3.333333333,10.76115486,300,3,6125000,61.25,FAILED,FAILED,12,25,2.45,0,1,0,0,0,0,1,1,0,0,1,2500000,1200000, KMC-6Block-IIISheet-IIKathmandu,,,Kathmandu
17-Jan,01/01/2012,60,5,7.217847769,400,4,6125000,61.25,27.671228,85.25654,4.5,10,6.125,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,450000,"76,manmaiju-4, Kathmandu",,,Kathmandu
10/24/2013,01/01/2012,21,1.75,4.921259843,180,1.8,6120000,61.2,27.672193,85.38814,4.25,19.98367347,3.0625,0,1,0,0,0,1,0,,,," TEWS 
    ","20,00,000.00",425000," 102-1190-23,madhyapur Thimi-12, 13, 14, Bhaktapur",,,Bhaktapur
29-Nov-15,01/01/2012,46,3.833333333,7.545931759,1500,15,6096000,60.96,27.627716,85.32178,2.5,12,5.08,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1200000,250000,"70,New Naikap-7, Kathmandu",,,Kathmandu
15-Oct,01/01/2012,45,3.75,2.952755906,500,5,6093750,60.9375,27.67232,85.373062,3.5,15,4.0625,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1500000,350000,"1322,1324,Sainbu - 8 Ga, Lalitpur",,,Lalitpur
09/27/2013,01/01/2012,20,1.666666667,4.593175853,150,1.5,6035000,60.35,27.698744,85.312168,17,85.14991182,0.70875,0,1,0,0,0,1,0,,,," TEWS 
    ","85,00,000.00",1700000,"102-1064-2, KMC-1, 30, 31, Kathmandu",,,Kathmandu
15-Dec,01/01/2012,47,3.916666667,3.280839895,185,1.85,6018750,60.1875,27.709217,85.305804,2.06635,9,6.6875,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",900000,206635,"66 & 37, Sarsawati-4, Kathmandu",,,Kathmandu
09/21/2014,01/01/2012,32,2.666666667,3.937007874,500,5,6003000,60.03,27.766342,85.331389,3,9,6.67,0,0,0,1,0,0,1,1,0,0,0,900000,300000, 102-0905-20Tokha Sarswoti-2 4Kathmandu,,,Kathmandu
16-Jan,01/01/2012,48,4,0.656167979,400,4,6000000,60,27.749025,85.32178,4.5,10,6,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,450000,"76,manmaiju-4, Kathmandu",,,Kathmandu
16-Jul,01/01/2012,54,4.5,4.265091864,1300,13,6000000,60,27.660508,85.242437,3,10,6,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,300000,"667, Goldhunga -2 , Kathmandu",,,Kathmandu
02/03/2013,01/01/2012,13,1.083333333,7.217847769,,,6000000,60,27.731133,85.3578,4.4,15,4,0,1,0,0,0,1,0,,,," TEWS 
    ","15,00,000.00",440000," 102-0987-19, Kapan-3, Kathmandu",,,Kathmandu
11/15/2013,01/01/2012,22,1.833333333,1.312335958,500,5,6000000,60,27.698744,85.312168,4,20,3,0,0,1,0,0,0,1,,,," TEWS 
    ","20,00,000.00",400000," 102-1145-18/19, KMC-11, Kathmandu",,,Kathmandu
12/19/2012,01/01/2012,11,0.916666667,3.280839895,200,2,5985000,59.85,27.685092,85.333086,9,14.99060739,3.9925,0,1,0,0,0,0,1,,,," TEWS 
    ","15,00,000.00",900000," KMC-10, Kathmandu",,,Kathmandu
11/17/2014,01/01/2012,34,2.833333333,3.280839895,250,2.5,5928000,59.28,27.715031,85.435352,5,13,4.56,0,0,0,1,0,0,1,1,0,0,1,1300000,500000, 102-1022-23Ichangunarayan-4Kathmandu,,,Kathmandu
01/27/2014,01/01/2012,24,2,10.82677165,700,7,5922000,59.22,FAILED,FAILED,7.15,17.9965812,3.290625,0,1,0,0,0,1,0,,,," TEWS 
    ","18,00,000.00",715000," 102-1068-11, Kathmandu-8tha, 7 wa",,,Kathmandu
01/26/2015,01/01/2012,36,3,3.280839895,105,1.05,5920000,59.2,27.698744,85.312168,10,16,3.7,0,1,0,0,0,0,1,1,0,0,1,1600000,1000000, 102-1227-09 KMC-35Kathmandu,,,Kathmandu
03/01/2017,01/01/2012,62,5.166666667,4.304461942,900,9,5920000,59.2,27.694666,85.281884,1.5,10,5.92,1,0,0,0,0,0,1,0,0,1,1,1000000,150000,102 Kalanki-4Kathmandu,,,Kathmandu
01/28/2015,01/01/2012,36,3,2.624671916,150,1.5,5916000,59.16,27.731133,85.3578,7,12,4.93,1,0,0,0,0,0,1,0,0,1,1,1200000,700000, 102-1027-05Kapan -3Kathmandu,,,Kathmandu
02/22/2015,01/01/2012,37,3.083333333,4.304461942,300,3,5916000,59.16,FAILED,FAILED,1.625,12,4.93,1,0,0,0,0,1,0,1,0,0,1,1200000,162500, Dhapakha-1 Kha  Lalitpur,,,Lalitpur
28-Jul-14,01/01/2012,30,2.5,2.952755906,400,4,5910000,59.1,27.735325,85.3578,10,15,3.94,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1500000,1000000,"82,Gongabu-7, Kathmnadu",,,Kathmandu
01/29/2014,01/01/2012,24,2,3.937007874,500,5,5906000,59.06,FAILED,FAILED,7.15,11.24952381,5.25,0,1,0,0,0,0,1,,,," TEWS 
    ","11,25,000.00",715000," 102-1068-09, Kathmandu-6 Ya",,,Kathmandu
04/28/2013,01/01/2012,15,1.25,3.280839895,200,2,5880000,58.8,FAILED,FAILED,2.75,15.00478469,3.91875,0,0,0,1,0,0,1,,,," TEWS 
    ","15,00,000.00",275000," 102-1067-13, Kathmandu-7 Bha",,,Kathmandu
02/14/2017,01/01/2012,61,5.083333333,4.265091864,2500,25,5850000,58.5,27.735325,85.30725,9,13,4.5,1,0,0,0,0,0,1,1,0,0,0,1300000,900000, Gongabu-01Kathmandu,,,Kathmandu
16-Feb,01/01/2012,49,4.083333333,3.937007874,300,3,5818750,58.1875,27.712479,85.35796,2,3.5,16.625,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",350000,200000,"123,Thankotmahadevsthan-1, Kathmandu",,,Kathmandu
12/06/2015,01/01/2012,47,3.916666667,7.532808399,500,5,5802000,58.02,27.733477,85.315052,3,3,19.34,1,0,0,0,0,0,1,1,0,0,0,300000,300000, Dharmasthali-2 khaKathmandu,,,Kathmandu
03/10/2015,01/01/2012,38,3.166666667,4.304461942,700,7,5800000,58,27.698744,85.312168,11,14.5,4,1,0,0,0,0,0,1,0,1,0,1,1450000,1100000, 102-1024-10KMC-29Kathmandu,,,Kathmandu
09/01/2016,01/01/2012,56,4.666666667,4.304461942,400,4,5800000,58,FAILED,FAILED,3.5,14.5,4,1,0,0,0,0,0,1,1,0,0,0,1450000,350000, Kavresthali-5 ‘GaftKathmandu,,,Kathmandu
06/25/2015,01/01/2012,41,3.416666667,6.456692913,2000,20,5790000,57.9,27.647502,85.364425,0.9375,6,9.65,0,0,0,1,0,0,1,0,1,0,0,600000,93750, Lubhu-6 KaLalitpur,,,Lalitpur
01/19/2015,01/01/2012,36,3,19.37007874,100,1,5750000,57.5,27.698744,85.312168,24,50,1.15,0,1,0,0,0,1,0,0,0,0,1,5000000,2400000, 102-1024-23KMC-1623Kathmandu,,,Kathmandu
01-Jun-14,01/01/2012,29,2.416666667,5.905511811,550,5.5,5700000,57,27.660213,85.314389,0.5,3,19,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",300000,50000,"3,lalitpur-2 , Lalitpur",,,Lalitpur
11/12/2014,01/01/2012,34,2.833333333,3.280839895,90,0.9,5625000,56.25,27.698744,85.312168,9,25,2.25,0,0,0,0,1,0,1,1,0,0,1,2500000,900000, 102-1102-12KMC-13Kathmandu,,,Kathmandu
07/30/2014,01/01/2012,30,2.5,4.304461942,200,2,5625000,56.25,27.659036,85.323961,5,9,6.25,1,0,0,0,0,0,1,0,1,0,1,900000,500000, 102-0906-22Dhapasi-4Kathmandu,,,Kathmandu
09/10/2015,01/01/2012,44,3.666666667,4.304461942,500,5,5625000,56.25,27.726637,85.398287,2.25,9,6.25,1,0,0,0,0,0,1,0,0,1,0,900000,225000, Gokarna-1kaKathmandu,,,Kathmandu
12/13/2012,01/01/2012,11,0.916666667,2.624671916,50,0.5,5620000,56.2,FAILED,FAILED,8,22.48,2.5,0,0,0,1,0,1,0,,,," TEWS 
    ","20,00,000.00",800000," Kathmandu Nagar panchayat-9, Chha",,,Kathmandu
15-Jul,01/01/2012,42,3.5,3.280839895,105,1.05,5600000,56,27.756885,85.30725,5,8,7,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,500000,"227,Bishnu - 3 , Kathmandu",,,Kathmandu
12/09/2013,01/01/2012,23,1.916666667,7.217847769,250,2.5,5600000,56,27.731133,85.3578,3.3,8,7,0,1,0,0,0,0,1,,,," TEWS 
    ","8,00,000.00",330000," 102-0948-17, Kapan-3,4, Kathmandu",,,Kathmandu
02/27/2013,01/01/2012,13,1.083333333,3.280839895,250,2.5,5592000,55.92,FAILED,FAILED,1.5,11.98874447,4.664375,1,0,0,0,0,0,1,,,," TEWS 
    ","12,00,000.00",150000," 102-1068-11, Kathmandu-8Dha, 7wo",,,Kathmandu
15-Jul,01/01/2012,42,3.5,3.280839895,105,1.05,5580000,55.8,27.709217,85.345415,5,8,6.975,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,500000,"190,Khadka Bhadrakali - 1 , Kathmandu",,,Kathmandu
01/08/2013,01/01/2012,12,1,4.265091864,500,5,5580000,55.8,27.698744,85.312168,9,15.0126114,3.716875,0,1,0,0,0,0,1,,,," TEWS 
    ","15,00,000.00",900000," 102-1227-09, KMC-35, Kathmandu",,,Kathmandu
06/17/2015,01/01/2012,41,3.416666667,6.456692913,105,1.05,5550000,55.5,27.742318,85.314314,7,30,1.85,0,1,0,0,0,1,0,0,1,0,1,3000000,700000,manamaiju-1 KaKathmandu,,,Kathmandu
09/01/2016,01/01/2012,56,4.666666667,4.304461942,50,0.5,5550000,55.5,27.932192,85.187167,6.23125,1.5,37,1,0,0,0,0,0,1,0,0,1,0,150000,623125, 102-0379 Chaughada-8Nuwakot,,,Nuwakot
14-Aug-14,01/01/2012,31,2.583333333,3.280839895,1400,14,5520000,55.2,27.709217,85.32178,2.25,4,13.8,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",400000,225000,"401,Kathmandu-8 , Kathmandu",,,Kathmandu
01/08/2015,01/01/2012,36,3,3.937007874,500,5,5500000,55,27.649658,FAILED,3,5,11,1,0,0,0,0,0,1,0,0,1,0,500000,300000, Goldhunga-4 khaKathmandu,,,Kathmandu
04/10/2014,01/01/2012,27,2.25,6.233595801,100,1,5500000,55,FAILED,FAILED,7.15,25,2.2,1,0,0,0,0,0,1,,,," TEWS 
    ","25,00,000.00",715000," 102-1067-11, KMC-7 Ta, Kathmandu",,,Kathmandu
05/28/2013,01/01/2012,16,1.333333333,7.874015748,,,5482260,54.8226,27.679809,85.362186,0.06,12.0802,4.538219566,1,0,0,0,0,0,1,,,," TEWS 
    ",38000,6000," 102-1228-06,madhyapur Thimi-16, Bhaktapur",,,Bhaktapur
16-Feb,01/01/2012,49,4.083333333,6.56167979,1100,11,5475000,54.75,27.657676,85.294248,3,12,4.5625,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1200000,300000,"1545,Goldhunga-1, Kathmandu",,,Kathmandu
02/28/2017,01/01/2012,61,5.083333333,6.56167979,900,9,5454000,54.54,27.731133,85.3578,5.5,18,3.03,0,1,0,0,0,1,0,1,0,0,1,1800000,550000, 102-0988-16 Kapan-3Kathmandu,,,Kathmandu
04/18/2017,01/01/2012,63,5.25,9.842519685,200,2,5450000,54.5,27.698744,85.312168,12,24.91428571,2.1875,0,1,0,0,0,1,0,,,," TEWS 
    ","25,00,000.00",1200000," 102-0986-23 KMC-4, Kathmandu",,,Kathmandu
11/26/2015,01/01/2012,46,3.833333333,11.83727034,1500,15,5445000,54.45,27.674113,85.335572,3,13.75,3.96,0,1,0,0,0,1,0,1,0,0,0,1375000,300000, Balkumari-9 kaKathmandu,,,Kathmandu
16-Jun,01/01/2012,53,4.416666667,4.265091864,100,1,5425000,54.25,27.709217,85.30725,3,14,3.875,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1400000,300000,"906&919,Tikathali-1Ka, Lalitpur",,,Lalitpur
11/05/2012,01/01/2012,10,0.833333333,3.280839895,100,1,5404000,54.04,27.684382,85.324531,4.1,13.99546779,3.86125,0,0,0,1,0,0,1,,,," TEWS 
    ","14,00,000.00",410000," So Dallu -2, Kathmandu",,,Kathmandu
05/10/2016,01/01/2012,52,4.333333333,4.304461942,1000,10,5400000,54,27.742318,85.314314,7,18,3,0,1,0,0,0,0,1,0,1,0,0,1800000,700000, 102-0544-22 manamaiju-1Kathmandu,,,Kathmandu
16-Jun,01/01/2012,53,4.416666667,3.937007874,450,4.5,5400000,54,27.709217,85.32178,6,18,3,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1800000,600000,"1293,Lalitpur-5 Na, Lalitpur",,,Lalitpur
11/20/2015,01/01/2012,46,3.833333333,4.304461942,50,0.5,5400000,54,27.708394,85.311836,6.5,12,4.5,1,0,0,0,0,0,1,0,0,1,0,1200000,650000, 102-0947-18Mahankal-6Kathmandu,,,Kathmandu
10/02/2015,01/01/2012,45,3.75,19.37007874,500,5,5400000,54,27.666971,85.423937,3.5,6,9,0,1,0,0,0,0,1,0,0,1,1,600000,350000, Nibarahi-7 (1)Bhaktapur,,,Bhaktapur
12/31/2014,01/01/2012,35,2.916666667,7.532808399,50,0.5,5375000,53.75,27.657676,FAILED,10,21.5,2.5,0,1,0,0,0,1,0,1,0,0,1,2150000,1000000, 102-1027-22Kathmandu-7 Pa,,,Kathmandu
01/07/2013,01/01/2012,12,1,3.937007874,1500,15,5356000,53.56,27.748822,85.412583,1,1.999766644,26.783125,1,0,0,0,0,0,1,,,,TEW,"2,00,000.00",100000," Nayapati -8 gha, Kathmandu",,,Kathmandu
15-Aug,01/01/2012,43,3.583333333,3.937007874,300,3,5346875,53.46875,27.709217,85.346711,9,14.5,3.6875,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1450000,900000,"46,Gongabu-1, Kathmandu",,,Kathmandu
04/25/2016,01/01/2012,51,4.25,11.83727034,1000,10,5344000,53.44,27.698744,85.312168,18,32,1.67,0,1,0,0,0,1,0,0,0,0,0,3200000,1800000, 102-1067-15KMC-8Kathmandu,,,Kathmandu
04/15/2013,01/01/2012,15,1.25,4.304461942,50,0.5,5340000,53.4,27.6822,85.447,4.4,9.992982456,5.34375,1,0,0,0,0,0,1,,,," TEWS 
    ","10,00,000.00",440000,"Bagmati Nagar Jagga Eakikaran Yajona, Block V, Sheet No I",,,Bhaktapur
05/30/2014,01/01/2012,28,2.333333333,4.304461942,50,0.5,5334000,53.34,27.731133,85.3578,3.3,10.5,5.08,0,1,0,0,0,0,1,0,1,0,1,1050000,330000, 102-0988-20Kapan-1Kathmandu,,,Kathmandu
08/29/2016,01/01/2012,55,4.583333333,4.304461942,50,0.5,5260000,52.6,27.698744,85.312168,7,20,2.63,0,1,0,0,0,0,1,0,1,0,0,2000000,700000, 102-1142-04 KMC-14Kathmandu,,,Kathmandu
02/09/2013,01/01/2012,13,1.083333333,3.280839895,150,1.5,5260000,52.6,FAILED,FAILED,2.75,9.995249406,5.2625,0,1,0,0,0,0,1,,,," TEWS 
    ","10,00,000.00",275000," 102-1027-10, Chabil Sima Bibad ward no -6(kha)1",,,Kathmandu
10/03/2015,01/01/2012,45,3.75,4.304461942,200,2,5250000,52.5,27.725624,85.286045,4,14,3.75,1,0,0,0,0,0,1,1,0,0,1,1400000,400000, 102-0982-25Inchangu-8Kathmandu,,,Kathmandu
06/24/2013,01/01/2012,17,1.416666667,1.312335958,50,0.5,5250000,52.5,27.698744,85.312168,10,30,1.75,0,0,1,0,0,1,0,,,," TEWS 
    ","30,00,000.00",1000000," 102-1064-09, KMC-29, Kathmandu",,,Kathmandu
01/10/2016,01/01/2012,48,4,1.312335958,100,1,5202000,52.02,27.698744,85.312168,7,17,3.06,0,0,1,0,0,0,1,1,0,0,1,1700000,700000, 102-1068-11KMC-7Kathmandu,,,Kathmandu
07/12/2015,01/01/2012,42,3.5,3.280839895,200,2,5200000,52,27.698744,85.312168,11,13,4,1,0,0,0,0,0,1,1,0,0,0,1300000,1100000, 102-1023-03KMC-16Kathmandu,,,Kathmandu
09/22/2014,01/01/2012,32,2.666666667,6.56167979,1500,15,5200000,52,FAILED,FAILED,5,6.5,8,1,0,0,0,0,0,1,0,0,1,0,650000,500000, Bishnu Gaun-5 Kha-2Kathmandu,,,Kathmandu
04/22/2016,01/01/2012,51,4.25,2,1500,15,5200000,52,FAILED,FAILED,1.25,4,13,0,0,0,0,0,0,1,0,0,1,0,400000,125000, Bishnu Buddhanilakantha-6 ‘kaftKathmandu,,,Kathmandu
01/02/2015,01/01/2012,36,3,6.56167979,200,2,5183500,51.835,27.586806,85.255151,0.35,0.5,103.67,0,0,0,1,0,0,1,0,0,1,0,50000,35000, Chhaimale-3 kaKathmandu,,,Kathmandu
01/29/2013,01/01/2012,12,1,0.984251969,200,2,5172000,51.72,27.715414,85.314389,4,12.0069646,4.3075,0,0,1,0,0,0,1,,,," TEWS 
    ","12,00,000.00",400000," 102-124-10, Kathmandu - 29",,,Kathmandu
09/04/2013,01/01/2012,20,1.666666667,4.593175853,150,1.5,5172000,51.72,27.721038,85.379901,3.65,12.01044993,4.30625,1,0,0,0,0,0,1,,,," TEWS 
    ","12,00,000.00",365000," 102-1069-04/03, Jorpati-1,2, Kathmandu",,,Kathmandu
11/20/2014,01/01/2012,34,2.833333333,3.280839895,500,5,5157000,51.57,FAILED,FAILED,1.5,4.5,11.46,1,0,0,0,0,0,1,0,0,1,0,450000,150000, Jitpur Fedi-9 khaKathmandu,,,Kathmandu
14-Dec,01/01/2012,35,2.916666667,5.905511811,1000,10,5152000,51.52,27.698744,85.311925,5,14,3.68,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1400000,500000,"353,Kathmandu-6, Kathmandu",,,Kathmandu
09/04/2013,01/01/2012,20,1.666666667,1.312335958,50,0.5,5112000,51.12,27.698744,85.312168,6,8.988131868,5.6875,0,0,1,0,0,0,1,,,," TEWS 
    ","9,00,000.00",600000," 102-1027-11,12-KMC-4, Kathmandu",,,Kathmandu
18-Mar-14,01/01/2012,26,2.166666667,20,105,1.05,5100000,51,27.709217,FAILED,3,17,3,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1700000,300000,"917,Manmaiju-8 , Kathmandu",,,Kathmandu
15-Dec,01/01/2012,47,3.916666667,3.280839895,1650,16.5,5100000,51,27.718549,85.39611,8,16,3.1875,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1600000,800000,"214,Ichangunarayan-8, Kathmandu",,,Kathmandu
04/28/2014,01/01/2012,27,2.25,8.530183727,500,5,5100000,51,27.760339,85.300696,0.64,6,8.5,0,0,0,1,0,0,1,1,0,0,0,600000,64000, Dharmasthali-1kaKathmandu,,,Kathmandu
05/12/2015,01/01/2012,40,3.333333333,4.304461942,100,1,5065000,50.65,27.761506,85.314406,1.5,5,10.13,1,0,0,0,0,0,1,0,0,1,0,500000,150000, Sangla-6 kaKathmandu,,,Kathmandu
16-Jul,01/01/2012,54,4.5,13.98950131,1300,13,5062500,50.625,27.709217,85.242437,3,10,5.0625,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,300000,"667, Goldhunga-2 , Kathmandu",,,Kathmandu
03/10/2014,01/01/2012,26,2.166666667,3.280839895,100,1,5057000,50.57,27.698744,85.312168,7,17.47936919,2.893125,1,0,0,0,0,0,1,,,," TEWS 
    ","17,50,000.00",700000," 102-1147-17, KMC-10, Kathmandu",,,Kathmandu
04/19/2017,01/01/2012,63,5.25,4.304461942,300,3,5046000,50.46,27.756885,85.367288,1.1,6,8.41,1,0,0,0,0,0,1,,,,TEW,"6,00,000.00",110000,"  Chunikhel-9 ka, Kathmandu",,,Kathmandu
11/26/2013,01/01/2012,22,1.833333333,3.280839895,50,0.5,5040000,50.4,27.72298,85.373062,3.65,9.995042142,5.0425,1,0,0,0,0,0,1,,,," TEWS 
    ","10,00,000.00",365000," 102-1029-14/15, Jorpati-4,6, Kathmandu",,,Kathmandu
12/06/2013,01/01/2012,23,1.916666667,3.937007874,100,1,5022000,50.22,27.698744,85.312168,8,30.07185629,1.67,1,0,0,0,0,1,0,,,," TEWS 
    ","30,00,000.00",800000," 102-1105-09, KMC-32,33, Kathmandu",,,Kathmandu
07/13/2016,01/01/2012,54,4.5,1.312335958,1000,10,5021250,50.2125,FAILED,FAILED,0.5,3.25,15.45,0,0,1,0,0,0,1,0,0,1,0,325000,50000, Bhimdhunga-7 ‘KaftKathmandu,,,Kathmandu
08/15/2015,01/01/2012,43,3.583333333,4.304461942,300,3,5016000,50.16,27.698744,85.312168,28,12,4.18,1,0,0,0,0,1,0,1,0,0,1,1200000,2800000, 102-0984-18 KMC-29Kathmandu,,,Kathmandu
06/24/2014,01/01/2012,29,2.416666667,3.280839895,100,1,5010000,50.1,27.717245,85.323961,6.9,15,3.34,0,1,0,0,0,0,1,1,0,0,1,1500000,690000, 102-0945-18&23Dhapasi-8Kathmandu,,,Kathmandu
07/18/2014,01/01/2012,30,2.5,4.304461942,150,1.5,5005000,50.05,27.72298,85.373062,5,13,3.85,0,0,0,1,0,0,1,1,0,0,1,1300000,500000, 102-1069-05Jorpati-1Kathmandu,,,Kathmandu
08-Aug-14,01/01/2012,31,2.583333333,6.56167979,150,1.5,5000000,50,27.779391,85.32178,13,25,2,0,1,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",2500000,1300000,"1246,Kathmandu-1, Kathmandu",,,Kathmandu
12/18/2012,01/01/2012,11,0.916666667,3.937007874,15,0.15,5000000,50,27.689223,85.28468,12,40,1.25,0,1,0,0,0,1,0,,,," TEWS 
    ","40,00,000.00",1200000," Kathmandu-17,18,28",,,Kathmandu
04/15/2015,01/01/2012,39,3.25,6.456692913,105,1.05,4989600,49.896,27.874362,85.263948,0.825,2.4,20.79,0,0,0,1,0,0,1,0,0,1,0,240000,82500, 102-0501Thansing-2Nuwakot,,,Nuwakot
05/11/2015,01/01/2012,40,3.333333333,9.842519685,500,5,4977500,49.775,27.852509,85.059714,1.375,1.375,36.2,0,1,0,0,0,0,1,0,0,1,0,137500,137500, 102-0565Ratmate-1Nuwakot,,,Nuwakot
04/17/2015,01/01/2012,39,3.25,5.380577428,500,5,4975000,49.75,27.91167,85.142471,2.0625,9.95,5,0,1,0,0,0,1,0,0,0,0,0,995000,206250, 102-0528Bidur-9Nuwakot,,,Nuwakot
03/15/2016,01/01/2012,50,4.166666667,4.304461942,105,1.05,4975000,49.75,27.852509,85.059714,1.44375,5,9.95,1,0,0,0,0,1,0,0,0,1,0,500000,144375, 102-0564Ratmate-1Nuwakot,,,Nuwakot
16-Jun,01/01/2012,53,4.416666667,1.312335958,500,5,4968750,49.6875,27.686158,85.275701,9,15,3.3125,0,0,1,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1500000,900000,"34,Kathmandu-35, Kathmandu",,,Kathmandu
03/10/2016,01/01/2012,50,4.166666667,6.456692913,3,0.03,4962800,49.628,27.915743,85.140631,1.44375,1.9,26.12,0,1,0,0,0,0,1,0,1,0,0,190000,144375,1020291Trisuli-2Nuwakot,,,Nuwakot
06/05/2015,01/01/2012,41,3.416666667,11.83727034,500,5,4962175,49.62175,27.921284,85.146087,0.6875,1.825,27.19,0,0,0,1,0,0,1,0,0,1,0,182500,68750, 102-0252Trisuli-2Nuwakot,,,Nuwakot
